lat,lon,00:00Z 2025-03-05,00:00Z 2025-03-06,00:00Z 2025-03-07,00:00Z 2025-03-08,00:00Z 2025-03-09,00:00Z 2025-03-10,00:00Z 2025-03-11,00:00Z 2025-03-12,00:00Z 2025-03-13
4.007606,99.027756,0.10000000149011612,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,0.009999999776482582,0.029999999329447746
4.007606,99.110886,0.12999999523162842,0.0,0.0,0.0,0.0,0.3400000035762787,0.0,0.0,0.05999999865889549
4.007606,99.19402,0.33000001311302185,0.0,0.0,0.0,0.0,0.4699999988079071,0.0,0.0,0.07999999821186066
4.007606,99.27716,0.07000000029802322,0.009999999776482582,0.0,0.0,0.0,0.550000011920929,0.0,0.0,0.009999999776482582
4.007606,99.36029,0.36000001430511475,0.0,0.0,0.0,0.0,0.5299999713897705,0.0,0.009999999776482582,0.009999999776482582
4.007606,99.443436,0.7400000095367432,0.0,0.0,0.0,0.0,0.44999998807907104,0.0,0.009999999776482582,0.07000000029802322
4.007606,99.526566,0.15000000596046448,0.0,0.0,0.0,0.0,0.3700000047683716,0.0,0.0,0.3400000035762787
4.007606,99.6097,0.03999999910593033,0.0,0.0,0.0,0.0,0.3199999928474426,0.0,0.07999999821186066,0.30000001192092896
4.007606,99.69284,0.009999999776482582,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0.009999999776482582,0.27000001072883606
4.007606,99.77597,0.0,0.0,0.0,0.0,0.0,0.33000001311302185,0.0,0.009999999776482582,0.15000000596046448
4.007606,99.8591,0.3799999952316284,0.0,0.0,0.0,0.0,0.44999998807907104,0.0,0.0,1.850000023841858
4.007606,99.942245,0.14000000059604645,0.0,0.0,0.0,0.0,0.6100000143051147,0.0,0.0,3.049999952316284
4.007606,100.02538,0.03999999910593033,0.0,0.0,0.0,0.0,0.7599999904632568,0.0,0.0,0.36000001430511475
4.007606,100.10852,0.009999999776482582,0.0,0.0,0.0,0.0,0.8199999928474426,0.0,0.009999999776482582,0.029999999329447746
4.007606,100.19165,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.0,0.019999999552965164,0.009999999776482582
4.007606,100.27478,0.009999999776482582,0.0,0.0,0.0,0.0,0.8199999928474426,0.0,0.10999999940395355,0.11999999731779099
4.007606,100.357925,0.0,0.0,0.0,0.0,0.0,0.9399999976158142,0.0,0.029999999329447746,0.05000000074505806
4.007606,100.44106,0.0,0.0,0.0,0.0,0.0,0.9200000166893005,0.0,0.0,0.0
4.007606,100.5242,0.0,0.0,0.0,0.0,0.0,0.5199999809265137,0.0,0.0,0.0
4.007606,100.60733,0.0,0.0,0.0,0.0,0.0,0.1599999964237213,0.0,0.009999999776482582,0.03999999910593033
4.007606,100.69046,0.0,0.0,0.0,0.0,0.0,0.029999999329447746,0.0,0.0,0.0
4.007606,100.773605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.0
4.007606,100.85674,0.0,0.009999999776482582,0.0,0.0,0.0,0.0,0.0,0.0,0.03999999910593033
4.007606,100.93988,0.0,0.019999999552965164,0.0,0.0,0.0,0.03999999910593033,0.0,0.009999999776482582,0.20000000298023224
4.007606,101.02302,0.0,0.009999999776482582,0.0,0.0,0.0,0.4000000059604645,0.0,0.07999999821186066,0.30000001192092896
4.007606,101.10615,0.0,0.0,0.0,0.0,0.14000000059604645,1.2100000381469727,0.0,1.1799999475479126,0.3499999940395355
4.007606,101.189285,0.0,0.009999999776482582,0.0,0.0,1.7200000286102295,2.3399999141693115,0.0,0.11999999731779099,0.46000000834465027
4.007606,101.27242,0.5699999928474426,0.0,0.0,0.0,2.0899999141693115,3.9600000381469727,0.0,0.0,2.1700000762939453
4.007606,101.35556,0.009999999776482582,0.029999999329447746,0.0,0.0,0.10999999940395355,6.369999885559082,0.0,0.0,2.2300000190734863
4.007606,101.4387,0.0,0.03999999910593033,0.019999999552965164,0.009999999776482582,0.029999999329447746,6.550000190734863,0.0,0.03999999910593033,3.7200000286102295
4.007606,101.52183,0.0,0.07999999821186066,0.029999999329447746,0.09000000357627869,0.2800000011920929,4.210000038146973,0.009999999776482582,0.2800000011920929,11.470000267028809
4.007606,101.604965,0.009999999776482582,0.1599999964237213,0.009999999776482582,0.7099999785423279,0.4300000071525574,3.190000057220459,0.18000000715255737,1.100000023841858,23.860000610351562
4.007606,101.6881,0.0,0.2199999988079071,0.07000000029802322,3.009999990463257,0.8500000238418579,3.9700000286102295,0.10000000149011612,0.05000000074505806,17.75
4.007606,101.77124,0.0,0.019999999552965164,0.23000000417232513,3.009999990463257,0.1899999976158142,4.159999847412109,0.41999998688697815,0.1599999964237213,3.630000114440918
4.007606,101.85438,0.0,0.009999999776482582,0.009999999776482582,3.049999952316284,0.009999999776482582,5.03000020980835,0.800000011920929,0.07000000029802322,0.03999999910593033
4.007606,101.93751,0.0,0.0,0.019999999552965164,2.569999933242798,0.019999999552965164,2.9600000381469727,0.019999999552965164,0.09000000357627869,0.05999999865889549
4.007606,102.020645,0.0,0.009999999776482582,0.019999999552965164,2.7899999618530273,0.0,0.5400000214576721,0.0,0.07999999821186066,0.2199999988079071
4.007606,102.10378,0.0,0.1899999976158142,0.05999999865889549,1.940000057220459,0.0,0.550000011920929,0.0,0.029999999329447746,1.5700000524520874
4.007606,102.18692,0.0,0.41999998688697815,0.009999999776482582,0.8199999928474426,0.0,0.14000000059604645,0.0,0.0,1.2699999809265137
4.007606,102.27006,0.0,0.33000001311302185,0.0,0.10999999940395355,0.0,0.25,0.03999999910593033,0.029999999329447746,0.18000000715255737
4.007606,102.35319,0.0,0.2199999988079071,0.0,0.0,0.0,0.05000000074505806,0.019999999552965164,0.03999999910593033,0.4699999988079071
4.007606,102.436325,0.009999999776482582,0.05999999865889549,0.0,0.0,0.0,0.03999999910593033,0.0,0.029999999329447746,0.36000001430511475
4.007606,102.51946,0.0,0.49000000953674316,0.0,0.0,0.009999999776482582,0.029999999329447746,0.029999999329447746,0.0,0.0
4.007606,102.6026,0.0,1.8200000524520874,0.0,0.0,0.0,0.03999999910593033,0.2199999988079071,0.15000000596046448,0.1599999964237213
4.007606,102.68574,0.0,0.5,0.0,0.0,0.0,0.009999999776482582,1.1699999570846558,0.0,2.0199999809265137
4.007606,102.76887,0.0,0.11999999731779099,0.0,0.0,0.0,0.019999999552965164,0.5099999904632568,0.0,5.050000190734863
4.007606,102.852005,0.0,0.07000000029802322,0.0,0.019999999552965164,0.10000000149011612,0.029999999329447746,0.05999999865889549,0.0,6.0
4.007606,102.93514,0.009999999776482582,0.009999999776482582,0.0,0.009999999776482582,0.0,0.07999999821186066,0.5099999904632568,0.0,0.05999999865889549
4.007606,103.01828,0.019999999552965164,0.0,0.0,0.0,0.0,0.23999999463558197,2.0999999046325684,0.05999999865889549,0.019999999552965164
4.007606,103.10142,0.0,0.0,0.0,0.029999999329447746,0.019999999552965164,0.7400000095367432,0.029999999329447746,0.7699999809265137,0.029999999329447746
4.007606,103.18455,0.0,0.0,0.009999999776482582,0.18000000715255737,0.029999999329447746,0.6600000262260437,0.0,0.0,0.019999999552965164
4.007606,103.267685,0.0,0.009999999776482582,0.05999999865889549,0.12999999523162842,0.0,0.4000000059604645,0.009999999776482582,0.0,0.14000000059604645
4.007606,103.35082,0.0,0.029999999329447746,0.03999999910593033,0.07000000029802322,0.029999999329447746,0.019999999552965164,0.009999999776482582,0.0,0.05999999865889549
4.007606,103.43396,0.0,0.029999999329447746,0.029999999329447746,0.11999999731779099,0.0,0.0,0.0,0.009999999776482582,0.0
4.007606,103.5171,0.0,0.009999999776482582,0.019999999552965164,0.30000001192092896,0.0,0.009999999776482582,0.009999999776482582,0.05999999865889549,0.0
4.007606,103.60023,0.0,0.009999999776482582,0.029999999329447746,1.1100000143051147,0.07000000029802322,0.009999999776482582,0.019999999552965164,0.07000000029802322,0.009999999776482582
4.007606,103.683365,0.0,0.009999999776482582,0.0,2.380000114440918,0.019999999552965164,0.03999999910593033,0.029999999329447746,0.05999999865889549,0.009999999776482582
4.007606,103.7665,0.0,0.0,0.0,0.10000000149011612,0.0,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.0
4.007606,103.84964,0.0,0.019999999552965164,0.0,0.10000000149011612,0.0,0.0,0.009999999776482582,0.019999999552965164,0.0
4.007606,103.93278,0.0,0.05000000074505806,0.0,0.07999999821186066,0.0,0.0,0.0,0.029999999329447746,0.009999999776482582
4.007606,104.01591,0.0,0.009999999776482582,0.009999999776482582,0.05999999865889549,0.0,0.029999999329447746,0.009999999776482582,0.009999999776482582,0.0
4.007606,104.099045,0.0,0.0,0.0,0.019999999552965164,0.0,0.029999999329447746,0.009999999776482582,0.0,0.0
4.007606,104.18218,0.0,0.0,0.0,0.0,0.0,0.09000000357627869,0.0,0.009999999776482582,0.0
4.007606,104.26532,0.0,0.0,0.0,0.019999999552965164,0.0,0.23999999463558197,0.0,0.0,0.0
4.007606,104.34846,0.0,0.009999999776482582,0.0,0.09000000357627869,0.0,0.6899999976158142,0.0,0.019999999552965164,0.019999999552965164
4.007606,104.43159,0.0,0.009999999776482582,0.0,0.11999999731779099,0.0,0.9700000286102295,0.009999999776482582,0.0,0.009999999776482582
4.007606,104.514725,0.0,0.0,0.0,0.05000000074505806,0.0,0.7599999904632568,0.009999999776482582,0.029999999329447746,0.07999999821186066
4.007606,104.59786,0.0,0.0,0.0,0.03999999910593033,0.0,0.30000001192092896,0.0,0.019999999552965164,0.009999999776482582
4.007606,104.681,0.0,0.0,0.0,0.009999999776482582,0.0,0.05000000074505806,0.0,0.009999999776482582,0.0
4.007606,104.76414,0.0,0.0,0.0,0.05000000074505806,0.0,0.019999999552965164,0.0,0.0,0.0
4.007606,104.847275,0.0,0.0,0.0,0.05999999865889549,0.0,0.03999999910593033,0.019999999552965164,0.0,0.0
4.007606,104.930405,0.0,0.0,0.0,0.07000000029802322,0.0,0.11999999731779099,0.029999999329447746,0.009999999776482582,0.0
4.007606,105.01354,0.0,0.0,0.0,0.05999999865889549,0.0,0.25999999046325684,0.029999999329447746,0.009999999776482582,0.0
4.007606,105.09668,0.0,0.0,0.0,0.05000000074505806,0.0,0.36000001430511475,0.03999999910593033,0.029999999329447746,0.0
4.007606,105.17982,0.0,0.0,0.0,0.029999999329447746,0.0,0.27000001072883606,0.009999999776482582,0.0,0.0
4.007606,105.262955,0.0,0.0,0.0,0.019999999552965164,0.0,0.05999999865889549,0.009999999776482582,0.0,0.0
4.007606,105.346085,0.0,0.0,0.0,0.019999999552965164,0.019999999552965164,0.009999999776482582,0.009999999776482582,0.0,0.0
4.007606,105.42922,0.0,0.0,0.0,0.05999999865889549,0.009999999776482582,0.009999999776482582,0.029999999329447746,0.0,0.0
4.007606,105.51236,0.019999999552965164,0.0,0.0,0.03999999910593033,0.0,0.0,0.03999999910593033,0.0,0.0
4.007606,105.5955,0.0,0.0,0.0,0.029999999329447746,0.0,0.0,0.009999999776482582,0.0,0.0
4.007606,105.678635,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.009999999776482582,0.009999999776482582,0.0
4.007606,105.761765,0.0,0.0,0.0,0.03999999910593033,0.0,0.009999999776482582,0.029999999329447746,0.009999999776482582,0.0
4.007606,105.8449,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.029999999329447746,0.029999999329447746,0.009999999776482582
4.007606,105.92804,0.029999999329447746,0.0,0.0,0.009999999776482582,0.0,0.009999999776482582,0.019999999552965164,0.05000000074505806,0.009999999776482582
4.090523,96.03485,0.8799999952316284,3.140000104904175,4.989999771118164,11.430000305175781,2.2100000381469727,0.0,0.0,0.0,0.0
4.090523,96.11799,0.6800000071525574,6.369999885559082,3.240000009536743,13.1899995803833,1.100000023841858,0.0,0.0,0.0,0.0
4.090523,96.201126,0.5699999928474426,2.200000047683716,1.3899999856948853,10.550000190734863,0.6899999976158142,0.0,0.0,0.0,0.0
4.090523,96.28426,0.0,5.840000152587891,0.2199999988079071,10.220000267028809,1.9600000381469727,0.0,0.0,0.1599999964237213,0.029999999329447746
4.090523,96.36739,0.3499999940395355,3.0199999809265137,2.6600000858306885,13.819999694824219,0.5699999928474426,0.0,0.0,0.15000000596046448,0.8999999761581421
4.090523,96.45053,1.3700000047683716,11.390000343322754,3.3399999141693115,34.290000915527344,0.47999998927116394,0.0,0.0,0.009999999776482582,0.27000001072883606
4.090523,96.53367,4.699999809265137,14.6899995803833,4.559999942779541,28.969999313354492,2.75,0.7099999785423279,0.0,3.009999990463257,6.260000228881836
4.090523,96.616806,8.420000076293945,15.380000114440918,19.350000381469727,18.299999237060547,10.789999961853027,0.05999999865889549,0.0,24.200000762939453,3.9000000953674316
4.090523,96.69994,18.09000015258789,31.8700008392334,4.739999771118164,33.709999084472656,11.859999656677246,3.3399999141693115,0.0,12.670000076293945,6.380000114440918
4.090523,96.78308,7.550000190734863,21.950000762939453,2.430000066757202,35.25,13.529999732971191,1.600000023841858,3.450000047683716,10.5600004196167,5.019999980926514
4.090523,96.86621,13.670000076293945,28.170000076293945,4.650000095367432,34.81999969482422,23.010000228881836,3.200000047683716,0.0,0.30000001192092896,0.3799999952316284
4.090523,96.94935,24.010000228881836,65.48999786376953,8.510000228881836,37.2400016784668,18.920000076293945,5.46999979019165,0.0,0.20999999344348907,12.359999656677246
4.090523,97.032486,36.869998931884766,26.1299991607666,12.960000038146973,45.2599983215332,30.739999771118164,6.559999942779541,0.0,0.25999999046325684,12.670000076293945
4.090523,97.11562,39.709999084472656,16.360000610351562,5.920000076293945,60.09000015258789,20.479999542236328,14.930000305175781,1.3799999952316284,11.369999885559082,0.05000000074505806
4.090523,97.19876,46.31999969482422,41.06999969482422,7.989999771118164,16.209999084472656,9.869999885559082,21.920000076293945,0.5400000214576721,7.849999904632568,0.029999999329447746
4.090523,97.28189,43.619998931884766,19.709999084472656,13.079999923706055,7.320000171661377,5.769999980926514,81.87999725341797,1.850000023841858,0.09000000357627869,0.25
4.090523,97.36503,48.880001068115234,4.110000133514404,7.010000228881836,6.590000152587891,12.40999984741211,69.2300033569336,3.680000066757202,0.7900000214576721,1.649999976158142
4.090523,97.448166,30.5,8.050000190734863,20.809999465942383,29.56999969482422,10.529999732971191,41.119998931884766,10.010000228881836,0.9100000262260437,0.5099999904632568
4.090523,97.5313,42.970001220703125,26.739999771118164,13.520000457763672,33.060001373291016,21.670000076293945,40.59000015258789,31.639999389648438,8.890000343322754,2.549999952316284
4.090523,97.61444,34.63999938964844,25.979999542236328,0.5199999809265137,26.860000610351562,26.049999237060547,37.65999984741211,30.469999313354492,33.650001525878906,3.2300000190734863
4.090523,97.69757,74.02999877929688,47.54999923706055,0.44999998807907104,14.270000457763672,18.15999984741211,15.149999618530273,10.430000305175781,13.970000267028809,3.390000104904175
4.090523,97.78071,41.029998779296875,26.350000381469727,0.0,9.630000114440918,10.170000076293945,16.579999923706055,18.389999389648438,18.610000610351562,3.069999933242798
4.090523,97.863846,4.010000228881836,15.239999771118164,0.0,9.680000305175781,11.420000076293945,23.600000381469727,15.630000114440918,151.63999938964844,2.2200000286102295
4.090523,97.94698,15.579999923706055,15.319999694824219,0.0,5.110000133514404,1.8899999856948853,29.010000228881836,10.75,112.2699966430664,2.869999885559082
4.090523,98.03012,8.920000076293945,0.6499999761581421,0.0,1.8799999952316284,0.5600000023841858,14.520000457763672,6.800000190734863,20.510000228881836,9.069999694824219
4.090523,98.11325,0.0,0.05999999865889549,0.0,0.8999999761581421,0.7599999904632568,11.100000381469727,4.380000114440918,1.2400000095367432,11.859999656677246
4.090523,98.19639,0.1899999976158142,0.0,0.0,0.09000000357627869,1.840000033378601,10.460000038146973,1.7999999523162842,1.850000023841858,1.4900000095367432
4.090523,98.279526,0.0,0.11999999731779099,0.0,0.0,0.7900000214576721,16.579999923706055,0.9399999976158142,0.0,0.07000000029802322
