DateTime,Sink-1,SB-14,SB-15
18/09/2024 01:00,347.454179675,40.6746962605,66.8627479937
18/09/2024 02:00,350.706089109,39.6430669671,66.8677547142
18/09/2024 03:00,353.58822425,36.9843475133,66.6523085524
18/09/2024 04:00,355.864934452,32.6066228564,66.1410778692
18/09/2024 05:00,357.551836599,27.3706436322,65.2334359189
18/09/2024 06:00,358.872209648,22.0453221101,63.8306768537
18/09/2024 07:00,360.064017987,17.2601976394,61.9734156944
18/09/2024 08:00,361.254383692,13.2358195104,59.7814374344
18/09/2024 09:00,362.597439556,10.318398274,57.3757417169
18/09/2024 10:00,364.113969341,8.20491042469,54.8930051128
18/09/2024 11:00,365.895372041,6.63786921035,52.3958091304
18/09/2024 12:00,367.907595058,5.44404515152,49.987996752
18/09/2024 13:00,370.008514864,4.55692400364,47.7464568192
18/09/2024 14:00,372.147367836,3.9710101671,45.6830062402
18/09/2024 15:00,374.273287533,3.60773252991,43.8381818976
18/09/2024 16:00,376.371749407,3.27768841167,42.2753039736
18/09/2024 17:00,378.439530653,2.98456289691,41.0076328851
18/09/2024 18:00,380.461826211,2.76057386934,39.9606657653
18/09/2024 19:00,382.439302758,2.58977770193,39.0766879404
18/09/2024 20:00,384.382428081,2.45911029953,38.3374935193
18/09/2024 21:00,386.303106708,2.35986771324,37.7162329085
18/09/2024 22:00,388.213213025,2.28293872168,37.1890941249
18/09/2024 23:00,390.126741823,2.2220594209,36.7450736779
19/09/2024 00:00,392.059498066,2.17380142983,36.3807676554
19/09/2024 01:00,394.000431767,2.12128760336,36.0282222764
19/09/2024 02:00,395.934298996,2.04798412918,35.5952067152
19/09/2024 03:00,397.8482707,1.93332034546,35.0321890647
19/09/2024 04:00,399.712639242,1.77307852851,34.2801124482
19/09/2024 05:00,401.540114545,1.61087300616,33.2583518074
19/09/2024 06:00,403.377472409,1.46350643824,31.891395706
19/09/2024 07:00,405.270383246,1.32962132122,30.2084119386
19/09/2024 08:00,407.241044571,1.20798433929,28.2978963666
19/09/2024 09:00,409.313740597,1.09747500336,26.2494102908
19/09/2024 10:00,411.483739912,1.01238803414,24.1644604189
19/09/2024 11:00,413.756363157,0.946954918568,22.0887703248
19/09/2024 12:00,416.10720182,0.895272462101,20.098710291
19/09/2024 13:00,418.492804739,0.854963103032,18.2502868044
19/09/2024 14:00,420.88675373,0.823346811687,16.5508078913
19/09/2024 15:00,423.262401742,0.798059414161,15.0290598522
19/09/2024 16:00,425.599998627,0.777924852077,13.7306006793
19/09/2024 17:00,427.881984666,0.761684030554,12.6633738199
19/09/2024 18:00,430.088507475,0.748360916618,11.7698521533
19/09/2024 19:00,432.203199153,0.737363738043,11.0055387612
19/09/2024 20:00,434.213039612,0.728203868742,10.3558224446
19/09/2024 21:00,436.106883771,0.720542562502,9.79978571581
19/09/2024 22:00,437.875016992,0.714034514711,9.31897880021
19/09/2024 23:00,439.509738177,0.708433205493,8.90471704081
20/09/2024 00:00,441.005566002,0.703589347109,8.55410029758
20/09/2024 01:00,442.350311334,0.709826051268,8.27747705169
20/09/2024 02:00,443.532964248,0.738289824251,8.08754870367
20/09/2024 03:00,444.54576846,0.803124110566,7.98910435415
20/09/2024 04:00,445.37769839,0.906017319409,7.99510417287
20/09/2024 05:00,446.033516426,1.02729607394,8.12337548434
20/09/2024 06:00,446.681378955,1.14965703707,8.39188670088
20/09/2024 07:00,447.203961457,1.25905442484,8.78603580103
20/09/2024 08:00,447.608439003,1.35067932799,9.27320675712
20/09/2024 09:00,447.914001796,1.41696367,9.82161928879
20/09/2024 10:00,448.118762948,1.46487313934,10.3970279407
20/09/2024 11:00,448.221677951,1.500297829,10.9829963968
