NO,River,Cross Section,Profile,Water Surface Elevation,Flow,Velocities
3,2,110116  ,06/11/2010 09:00,134.55091857910156,8.67409896850586,0.20849356055259705
3,2,105572  ,06/11/2010 09:00,134.5091552734375,7.520232200622559,0.08415627479553223
3,2,100593  ,06/11/2010 09:00,134.50062561035156,4.800894737243652,0.040479592978954315
3,2,97325   ,06/11/2010 09:00,133.1122589111328,5.699554920196533,0.5793235301971436
3,2,97299   ,06/11/2010 09:00,133.09457397460938,5.732343673706055,0.5197370052337646
3,2,97283   ,06/11/2010 09:00,133.09457397460938,5.732343673706055,3.4028234663852886e+38
3,2,97267   ,06/11/2010 09:00,133.06593322753906,5.732343673706055,0.5565863251686096
3,2,95430   ,06/11/2010 09:00,132.27679443359375,7.365440845489502,0.38103872537612915
3,2,90014   ,06/11/2010 09:00,131.81259155273438,9.329928398132324,0.14583691954612732
3,2,84739   ,06/11/2010 09:00,131.6995086669922,9.430447578430176,0.2144881784915924
3,2,80495   ,06/11/2010 09:00,131.52821350097656,9.45788860321045,0.25694039463996887
3,2,79205   ,06/11/2010 09:00,131.48980712890625,9.456801414489746,0.13285405933856964
3,2,79196   ,06/11/2010 09:00,131.48980712890625,9.456801414489746,3.4028234663852886e+38
3,2,79187   ,06/11/2010 09:00,131.4876708984375,9.456801414489746,0.13305965065956116
3,2,74954   ,06/11/2010 09:00,131.4404296875,9.44209098815918,0.1612594723701477
3,2,69911   ,06/11/2010 09:00,131.39410400390625,9.437492370605469,0.11505842208862305
3,2,67847   ,06/11/2010 09:00,131.38648986816406,9.437788963317871,0.0991167277097702
3,2,65577   ,06/11/2010 09:00,131.38221740722656,9.437840461730957,0.0671766921877861
3,2,65568   ,06/11/2010 09:00,131.38221740722656,9.437840461730957,3.4028234663852886e+38
3,2,65558   ,06/11/2010 09:00,131.3806915283203,9.437840461730957,0.06720992177724838
3,2,65336   ,06/11/2010 09:00,131.38038635253906,9.437860488891602,0.06791624426841736
3,2,62093   ,06/11/2010 09:00,131.37855529785156,9.438984870910645,0.02576952986419201
3,2,62029   ,06/11/2010 09:00,131.37855529785156,9.438984870910645,3.4028234663852886e+38
3,2,61985   ,06/11/2010 09:00,130.7604217529297,9.438984870910645,0.030085105448961258
3,2,60930   ,06/11/2010 09:00,130.75889587402344,9.438979148864746,0.08371157944202423
3,2,54318   ,06/11/2010 09:00,130.75006103515625,9.433366775512695,0.044563814997673035
3,2,51452   ,06/11/2010 09:00,130.74853515625,9.42955207824707,0.04742524027824402
3,2,51442   ,06/11/2010 09:00,130.74853515625,9.42955207824707,3.4028234663852886e+38
3,2,51426   ,06/11/2010 09:00,130.74761962890625,9.42955207824707,0.04744364321231842
3,2,51251   ,06/11/2010 09:00,130.74761962890625,9.429323196411133,0.047442495822906494
3,2,45595   ,06/11/2010 09:00,130.73207092285156,9.421869277954102,0.1317557543516159
3,2,40582   ,06/11/2010 09:00,129.5771942138672,9.429390907287598,0.7162965536117554
3,2,38393   ,06/11/2010 09:00,128.8685302734375,9.423535346984863,0.41595107316970825
3,2,38383   ,06/11/2010 09:00,128.8685302734375,9.423535346984863,3.4028234663852886e+38
3,2,38373   ,06/11/2010 09:00,128.85511779785156,9.423535346984863,0.4238958954811096
3,2,32702   ,06/11/2010 09:00,128.21412658691406,9.425409317016602,0.18162256479263306
3,2,28219   ,06/11/2010 09:00,128.1574249267578,9.44052505493164,0.12193343788385391
3,2,26445   ,06/11/2010 09:00,128.09007263183594,9.434371948242188,0.2676627039909363
3,2,26423   ,06/11/2010 09:00,128.09007263183594,9.434371948242188,3.4028234663852886e+38
3,2,26402   ,06/11/2010 09:00,128.07847595214844,9.434371948242188,0.2714540958404541
3,2,23777   ,06/11/2010 09:00,127.85476684570312,9.484529495239258,0.3107339143753052
3,2,17958   ,06/11/2010 09:00,127.35336303710938,9.577397346496582,0.2613734006881714
3,2,12867   ,06/11/2010 09:00,127.10830688476562,9.52200984954834,0.19337673485279083
3,2,12617   ,06/11/2010 09:00,127.10372924804688,9.51934814453125,0.1694294512271881
3,2,12608   ,06/11/2010 09:00,127.10372924804688,9.51934814453125,3.4028234663852886e+38
3,2,12595   ,06/11/2010 09:00,127.1019058227539,9.51934814453125,0.16964693367481232
3,2,8214    ,06/11/2010 09:00,126.9528579711914,9.523691177368164,0.30042192339897156
3,2,3898    ,06/11/2010 09:00,126.76174926757812,9.654472351074219,0.22707884013652802
3,2,97      ,06/11/2010 09:00,126.67579650878906,9.981694221496582,0.1601741760969162
3,1,14860   ,06/11/2010 09:00,126.67579650878906,43.56841278076172,0.9431986212730408
3,1,11781   ,06/11/2010 09:00,125.94884490966797,43.004878997802734,0.44970405101776123
3,1,10952   ,06/11/2010 09:00,125.89337921142578,42.92966842651367,0.40467211604118347
3,1,10932   ,06/11/2010 09:00,125.89337921142578,42.92966842651367,3.4028234663852886e+38
3,1,10921   ,06/11/2010 09:00,125.88697814941406,42.92966842651367,0.40626415610313416
3,1,6792    ,06/11/2010 09:00,125.7452392578125,42.692317962646484,0.18200135231018066
3,1,3636    ,06/11/2010 09:00,125.72908782958984,42.614559173583984,0.14648666977882385
3,1,3621    ,06/11/2010 09:00,125.72908782958984,42.614559173583984,3.4028234663852886e+38
3,1,3603    ,06/11/2010 09:00,125.7275619506836,42.614559173583984,0.14656370878219604
3,1,2048    ,06/11/2010 09:00,125.5791244506836,42.57831573486328,0.6323659420013428
3,1,1158    ,06/11/2010 09:00,125.48585510253906,42.54235076904297,0.3105514943599701
3,1,1107    ,06/11/2010 09:00,125.48585510253906,42.54235076904297,3.4028234663852886e+38
3,1,1061    ,06/11/2010 09:00,125.12374877929688,42.54235076904297,0.4005478322505951
3,1,527     ,06/11/2010 09:00,125.07406616210938,42.468048095703125,0.4121960401535034
4,2,184803  ,06/11/2010 10:00,140.76365661621094,9.61666488647461,0.09706658869981766
4,2,184715  ,06/11/2010 10:00,140.7633514404297,9.614897727966309,0.09706848859786987
4,2,184704  ,06/11/2010 10:00,140.7633514404297,9.614897727966309,3.4028234663852886e+38
4,2,184694  ,06/11/2010 10:00,140.7615203857422,9.614897727966309,0.0971858948469162
4,2,181383  ,06/11/2010 10:00,140.74932861328125,9.557703018188477,0.09424272924661636
4,2,176051  ,06/11/2010 10:00,140.51402282714844,9.518073081970215,0.3782259225845337
4,2,175106  ,06/11/2010 10:00,140.4713592529297,9.519378662109375,0.12677490711212158
4,2,175099  ,06/11/2010 10:00,140.4713592529297,9.519378662109375,3.4028234663852886e+38
4,2,175085  ,06/11/2010 10:00,140.46861267089844,9.519378662109375,0.12704989314079285
4,2,171039  ,06/11/2010 10:00,140.43690490722656,9.534859657287598,0.1027684360742569
4,2,165820  ,06/11/2010 10:00,139.73434448242188,9.562630653381348,0.4861392676830292
4,2,160658  ,06/11/2010 10:00,138.88059997558594,9.616081237792969,0.2359725385904312
4,2,155961  ,06/11/2010 10:00,137.98297119140625,9.640056610107422,0.4518001675605774
4,2,151870  ,06/11/2010 10:00,137.30874633789062,9.593362808227539,0.178685262799263
4,2,151859  ,06/11/2010 10:00,137.30874633789062,9.593362808227539,3.4028234663852886e+38
4,2,151848  ,06/11/2010 10:00,137.30538940429688,9.593362808227539,0.17922841012477875
4,2,151179  ,06/11/2010 10:00,137.2822265625,9.581110000610352,0.22589512169361115
4,2,145459  ,06/11/2010 10:00,136.47482299804688,9.51690673828125,0.4867854118347168
4,2,137065  ,06/11/2010 10:00,135.0977325439453,9.483914375305176,0.33932921290397644
4,2,132858  ,06/11/2010 10:00,134.8910675048828,9.446952819824219,0.11085323989391327
4,2,132847  ,06/11/2010 10:00,134.8910675048828,9.446952819824219,3.4028234663852886e+38
4,2,132837  ,06/11/2010 10:00,134.8898468017578,9.446952819824219,0.11093369126319885
4,2,132540  ,06/11/2010 10:00,134.87583923339844,9.443521499633789,0.3664759397506714
4,2,127518  ,06/11/2010 10:00,134.6536407470703,9.388501167297363,0.13936348259449005
4,2,123366  ,06/11/2010 10:00,134.63259887695312,9.324689865112305,0.0991215854883194
4,2,123349  ,06/11/2010 10:00,134.63259887695312,9.324689865112305,3.4028234663852886e+38
4,2,123334  ,06/11/2010 10:00,134.63198852539062,9.324689865112305,0.09915070235729218
4,2,122113  ,06/11/2010 10:00,134.6289520263672,9.281817436218262,0.08954095095396042
4,2,117580  ,06/11/2010 10:00,134.61370849609375,9.118905067443848,0.11553151160478592
4,2,112911  ,06/11/2010 10:00,134.59571838378906,8.826723098754883,0.09045524150133133
4,2,112889  ,06/11/2010 10:00,134.59571838378906,8.826723098754883,3.4028234663852886e+38
4,2,112860  ,06/11/2010 10:00,134.59754943847656,8.82672119140625,0.09033161401748657
4,2,112127  ,06/11/2010 10:00,134.59266662597656,8.718924522399902,0.13892997801303864
4,2,110572  ,06/11/2010 10:00,134.5731658935547,8.523096084594727,0.199398934841156
4,2,110116  ,06/11/2010 10:00,134.56675720214844,8.471273422241211,0.2018168419599533
4,2,105572  ,06/11/2010 10:00,134.53872680664062,6.960206985473633,0.07621922343969345
4,2,100593  ,06/11/2010 10:00,134.53109741210938,4.161619186401367,0.0345030315220356
4,2,97325   ,06/11/2010 10:00,132.5349578857422,6.241259574890137,232.0971221923828
4,2,97299   ,06/11/2010 10:00,132.42889404296875,6.289265155792236,289.525390625
4,2,97283   ,06/11/2010 10:00,132.42889404296875,6.289265155792236,3.4028234663852886e+38
4,2,97267   ,06/11/2010 10:00,132.4359130859375,6.289265155792236,176.5438690185547
4,2,95430   ,06/11/2010 10:00,131.02499389648438,10.26534652709961,644.017333984375
4,2,90014   ,06/11/2010 10:00,131.88848876953125,14.513031959533691,0.21127909421920776
4,2,84739   ,06/11/2010 10:00,131.72206115722656,10.493070602416992,0.23399636149406433
4,2,80495   ,06/11/2010 10:00,131.5343017578125,9.822159767150879,0.2651154100894928
4,2,79205   ,06/11/2010 10:00,131.49346923828125,9.744956016540527,0.13653995096683502
4,2,79196   ,06/11/2010 10:00,131.49346923828125,9.744956016540527,3.4028234663852886e+38
4,2,79187   ,06/11/2010 10:00,131.4913330078125,9.744956016540527,0.13675086200237274
4,2,74954   ,06/11/2010 10:00,131.4422607421875,9.592784881591797,0.16359734535217285
4,2,69911   ,06/11/2010 10:00,131.39471435546875,9.519928932189941,0.11602341383695602
4,2,67847   ,06/11/2010 10:00,131.38677978515625,9.506294250488281,0.09982091933488846
4,2,65577   ,06/11/2010 10:00,131.3825225830078,9.494185447692871,0.06757102906703949
4,2,65568   ,06/11/2010 10:00,131.3825225830078,9.494185447692871,3.4028234663852886e+38
4,2,65558   ,06/11/2010 10:00,131.38099670410156,9.494185447692871,0.0676044449210167
4,2,65336   ,06/11/2010 10:00,131.38099670410156,9.492888450622559,0.0682932510972023
4,2,62093   ,06/11/2010 10:00,131.3788604736328,9.46792221069336,0.02584674395620823
4,2,62029   ,06/11/2010 10:00,131.3788604736328,9.46792221069336,3.4028234663852886e+38
4,2,61985   ,06/11/2010 10:00,130.7604217529297,9.46792221069336,0.030177339911460876
4,2,60930   ,06/11/2010 10:00,130.7592010498047,9.46518325805664,0.08393038809299469
4,2,54318   ,06/11/2010 10:00,130.75006103515625,9.449108123779297,0.04463817924261093
4,2,51452   ,06/11/2010 10:00,130.74853515625,9.44208812713623,0.047488290816545486
4,2,51442   ,06/11/2010 10:00,130.74853515625,9.44208812713623,3.4028234663852886e+38
4,2,51426   ,06/11/2010 10:00,130.74761962890625,9.44208812713623,0.04750671982765198
4,2,51251   ,06/11/2010 10:00,130.74761962890625,9.441737174987793,0.04750495031476021
4,2,45595   ,06/11/2010 10:00,130.73207092285156,9.434839248657227,0.13193713128566742
4,2,40582   ,06/11/2010 10:00,129.57748413085938,9.431675910949707,0.7162302732467651
4,2,38393   ,06/11/2010 10:00,128.86883544921875,9.428893089294434,0.4160085916519165
4,2,38383   ,06/11/2010 10:00,128.86883544921875,9.428893089294434,3.4028234663852886e+38
4,2,38373   ,06/11/2010 10:00,128.8554229736328,9.428893089294434,0.4239520728588104
4,2,32702   ,06/11/2010 10:00,128.21412658691406,9.429277420043945,0.18169710040092468
4,2,28219   ,06/11/2010 10:00,128.15713500976562,9.439596176147461,0.12195046246051788
4,2,26445   ,06/11/2010 10:00,128.0897674560547,9.446890830993652,0.2681172788143158
4,2,26423   ,06/11/2010 10:00,128.0897674560547,9.446890830993652,3.4028234663852886e+38
4,2,26402   ,06/11/2010 10:00,128.077880859375,9.446890830993652,0.2720147967338562
4,2,23777   ,06/11/2010 10:00,127.85354614257812,9.474287033081055,0.3108947277069092
4,2,17958   ,06/11/2010 10:00,127.3527603149414,9.54055404663086,0.2605833113193512
4,2,12867   ,06/11/2010 10:00,127.10861206054688,9.551568984985352,0.19392269849777222
4,2,12617   ,06/11/2010 10:00,127.10404205322266,9.550799369812012,0.16995254158973694
4,2,12608   ,06/11/2010 10:00,127.10404205322266,9.550799369812012,3.4028234663852886e+38
4,2,12595   ,06/11/2010 10:00,127.10221862792969,9.550799369812012,0.17017066478729248
4,2,8214    ,06/11/2010 10:00,126.95133209228516,9.570575714111328,0.30229946970939636
4,2,3898    ,06/11/2010 10:00,126.75748443603516,9.696310997009277,0.2289818972349167
4,2,97      ,06/11/2010 10:00,126.67061614990234,9.895395278930664,0.1593368649482727
4,1,14860   ,06/11/2010 10:00,126.67061614990234,43.123104095458984,0.9368887543678284
4,1,11781   ,06/11/2010 10:00,125.95159149169922,43.140743255615234,0.45039668679237366
4,1,10952   ,06/11/2010 10:00,125.89581298828125,43.106170654296875,0.4057297110557556
4,1,10932   ,06/11/2010 10:00,125.89581298828125,43.106170654296875,3.4028234663852886e+38
4,1,10921   ,06/11/2010 10:00,125.88941192626953,43.106170654296875,0.40732449293136597
4,1,6792    ,06/11/2010 10:00,125.7470703125,42.91752243041992,0.18283578753471375
4,1,3636    ,06/11/2010 10:00,125.73091125488281,42.76021957397461,0.14689508080482483
4,1,3621    ,06/11/2010 10:00,125.73091125488281,42.76021957397461,3.4028234663852886e+38
4,1,3603    ,06/11/2010 10:00,125.72938537597656,42.76021957397461,0.14697231352329254
4,1,2048    ,06/11/2010 10:00,125.58065032958984,42.70542907714844,0.6335718035697937
4,1,1158    ,06/11/2010 10:00,125.48707580566406,42.68586349487305,0.3113636374473572
4,1,1107    ,06/11/2010 10:00,125.48707580566406,42.68586349487305,3.4028234663852886e+38
4,1,1061    ,06/11/2010 10:00,125.12680053710938,42.68586349487305,0.400920033454895
4,1,527     ,06/11/2010 10:00,125.07711791992188,42.6490478515625,0.4129006862640381
5,2,184803  ,06/11/2010 11:00,140.76548767089844,9.724998474121094,0.09804103523492813
5,2,184715  ,06/11/2010 11:00,140.7651824951172,9.722076416015625,0.09803149104118347
5,2,184704  ,06/11/2010 11:00,140.7651824951172,9.722076416015625,3.4028234663852886e+38
5,2,184694  ,06/11/2010 11:00,140.7633514404297,9.722076416015625,0.09815053641796112
5,2,181383  ,06/11/2010 11:00,140.75115966796875,9.62325382232666,0.09478655457496643
5,2,176051  ,06/11/2010 11:00,140.5143280029297,9.546501159667969,0.37925687432289124
5,2,175106  ,06/11/2010 11:00,140.4713592529297,9.545000076293945,0.1271161139011383
5,2,175099  ,06/11/2010 11:00,140.4713592529297,9.545000076293945,3.4028234663852886e+38
5,2,175085  ,06/11/2010 11:00,140.46890258789062,9.545000076293945,0.12736186385154724
5,2,171039  ,06/11/2010 11:00,140.4365997314453,9.546364784240723,0.10292313992977142
5,2,165820  ,06/11/2010 11:00,139.73403930664062,9.558387756347656,0.4861311912536621
5,2,160658  ,06/11/2010 11:00,138.8796844482422,9.603607177734375,0.23599889874458313
5,2,155961  ,06/11/2010 11:00,137.98326110839844,9.63541030883789,0.4513404071331024
5,2,151870  ,06/11/2010 11:00,137.30996704101562,9.601639747619629,0.1786428838968277
5,2,151859  ,06/11/2010 11:00,137.30996704101562,9.601639747619629,3.4028234663852886e+38
