DateTime,E.91,E.1,E.8A,E.66A,E.87
08/11/2010 19:00,12.0036344528,12.1439342499,4.74494457245,2.76242661476,33.6799926758
08/11/2010 20:00,11.9372425079,12.1743822098,4.76615381241,2.72184276581,33.6583251953
08/11/2010 21:00,11.8708229065,12.2007484436,4.77486467361,2.68393492699,33.6366577148
08/11/2010 22:00,11.8043861389,12.2224445343,4.78021526337,2.66124844551,33.6149902344
08/11/2010 23:00,11.7381258011,12.2389030457,4.78871870041,2.6201980114,33.5933227539
09/11/2010 00:00,11.671546936,12.2516946793,4.79384374619,2.59062218666,33.5716590881
09/11/2010 01:00,11.605093956,12.2594804764,4.81985998154,2.55840921402,33.549987793
09/11/2010 02:00,11.5385885239,12.2610998154,4.82836103439,2.52369618416,33.5283203125
09/11/2010 03:00,11.4720497131,12.2602338791,4.8394613266,2.47100687027,33.5066566467
09/11/2010 04:00,11.4055318832,12.2546043396,4.83779621124,2.42690110207,33.4849891663
09/11/2010 05:00,11.3389930725,12.2459688187,4.83259868622,2.38544893265,33.4633216858
09/11/2010 06:00,11.2724370956,12.2335672379,4.81307506561,2.34420609474,33.4416542053
09/11/2010 07:00,11.2058868408,12.2173757553,4.79647064209,2.30485010147,33.4199867249
09/11/2010 08:00,11.14341259,12.1976594925,4.79060173035,2.26557159424,33.4199867249
09/11/2010 09:00,11.0809907913,12.174123764,4.78623580933,2.22743296623,33.4199867249
09/11/2010 10:00,11.0185222626,12.1479949951,4.77889490128,2.19099974632,33.4199867249
09/11/2010 11:00,10.9560832977,12.1182088852,4.78671646118,2.15390276909,33.4199867249
09/11/2010 12:00,10.8936481476,12.0859441757,4.78207111359,2.11771440506,33.4199867249
09/11/2010 13:00,10.8311872482,12.051024437,4.76922035217,2.0830373764,33.4199867249
09/11/2010 14:00,10.7687501907,12.013584137,4.75497484207,2.04972028732,33.4199867249
09/11/2010 15:00,10.7063035965,11.9742441177,4.72968816757,2.01537322998,33.4199867249
09/11/2010 16:00,10.6438455582,11.9324636459,4.70181655884,1.98291921616,33.4199867249
09/11/2010 17:00,10.5813713074,11.8889017105,4.69415712357,1.94177949429,33.4199867249
09/11/2010 18:00,10.5189228058,11.8435192108,4.67760181427,1.89839315414,33.4199867249
09/11/2010 19:00,10.4564647675,11.7970590591,4.66964054108,1.86759841442,33.4199867249
09/11/2010 20:00,10.3940162659,11.7490825653,4.65257549286,1.83756923676,33.4199867249
09/11/2010 21:00,10.3315467834,11.6985521317,4.63393354416,1.80704760551,33.4199867249
09/11/2010 22:00,10.2690849304,11.6481714249,4.60001897812,1.77937674522,33.4199867249
09/11/2010 23:00,10.206612587,11.5963048935,4.55422067642,1.75050497055,33.4199867249
10/11/2010 00:00,10.1441202164,11.5442075729,4.51556539536,1.73406469822,33.4199867249
10/11/2010 01:00,10.0817937851,11.491276741,4.4856262207,1.72034287453,33.4199867249
10/11/2010 02:00,10.0193624496,11.4373550415,4.46115970612,1.70852446556,33.4199867249
10/11/2010 03:00,9.95697498322,11.3824319839,4.43649816513,1.69341385365,33.4199867249
10/11/2010 04:00,9.89452838898,11.3267498016,4.42396211624,1.67745840549,33.4199867249
10/11/2010 05:00,9.83211708069,11.2707328796,4.40580177307,1.66112160683,33.4199867249
10/11/2010 06:00,9.76968097687,11.2153482437,4.38114786148,1.65230500698,33.4199867249
10/11/2010 07:00,9.70724773407,11.1609392166,4.35385656357,1.63426148891,33.4199867249
10/11/2010 08:00,9.89864444733,11.1080389023,4.32478475571,1.61856877804,33.3983192444
10/11/2010 09:00,10.0919389725,11.0560789108,4.2866024971,1.60296106339,33.3766555786
10/11/2010 10:00,10.2854862213,11.0054702759,4.24391746521,1.58786833286,33.3549880981
10/11/2010 11:00,10.4793329239,10.9583263397,4.22530221939,1.57199275494,33.3333244324
10/11/2010 12:00,10.6734695435,10.9139280319,4.2021613121,1.55749499798,33.3116569519
10/11/2010 13:00,10.8677444458,10.8704061508,4.18149185181,1.54246580601,33.2899932861
10/11/2010 14:00,11.0622215271,10.8278017044,4.16951322556,1.52808642387,33.2683258057
10/11/2010 15:00,11.2536087036,10.8038368225,3.44243264198,1.62169647217,33.2466583252
10/11/2010 16:00,11.4511384964,10.7599554062,3.63963079453,1.53731393814,33.2249946594
10/11/2010 17:00,11.646030426,10.716925621,3.91114473343,1.4966326952,33.203327179
10/11/2010 18:00,11.8409700394,10.6833677292,4.01521682739,1.47578215599,33.1816596985
10/11/2010 19:00,12.0359916687,10.6584882736,4.03064060211,1.46093285084,33.1599960327
10/11/2010 20:00,12.231092453,10.6426534653,4.00877189636,1.44749999046,33.1383323669
10/11/2010 21:00,12.4262638092,10.6335048676,3.98216938972,1.43358683586,33.1166648865
10/11/2010 22:00,12.6214342117,10.6309909821,3.96005988121,1.42045843601,33.0950012207
10/11/2010 23:00,12.8167295456,10.6346349716,3.94031119347,1.40747737885,33.0733337402
11/11/2010 00:00,13.0127601624,10.6453704834,3.93947577477,1.39512896538,33.0516662598
11/11/2010 01:00,13.2080602646,10.6633338928,3.9292049408,1.38234937191,33.030002594
11/11/2010 02:00,13.4035634995,10.6889181137,3.92186999321,1.37032210827,33.0083351135
11/11/2010 03:00,13.5990505219,10.7212181091,3.91247940063,1.35808563232,32.9866714478
11/11/2010 04:00,13.7955551147,10.7624750137,3.90328741074,1.34558403492,32.9650039673
11/11/2010 05:00,13.9905357361,10.8129844666,3.89722490311,1.33454501629,32.9433403015
11/11/2010 06:00,14.1861248016,10.8735742569,3.89425420761,1.32247209549,32.921672821
11/11/2010 07:00,14.3817052841,10.944683075,3.88306903839,1.3104544878,32.9000053406
11/11/2010 08:00,14.0964450836,11.0256748199,3.87604379654,1.29943788052,32.7808380127
11/11/2010 09:00,13.8043870926,11.1159276962,3.90152025223,1.28845798969,32.6616744995
11/11/2010 10:00,13.5123920441,11.2151422501,3.91349744797,1.27727377415,32.5425071716
11/11/2010 11:00,13.2198295593,11.3212184906,3.92451238632,1.24836325645,32.4233398438
11/11/2010 12:00,12.9267997742,11.4327831268,3.95589280128,1.23270797729,32.3041763306
11/11/2010 13:00,12.633395195,11.5469083786,3.97644329071,1.21945118904,32.185005188
11/11/2010 14:00,12.3397293091,11.6616821289,4.00711488724,1.20890700817,32.0658378601
11/11/2010 15:00,12.0457315445,11.7742204666,4.03072786331,1.19827830791,31.9466743469
11/11/2010 16:00,11.7516136169,11.8816280365,4.03872919083,1.18749201298,31.827507019
11/11/2010 17:00,11.4572172165,11.9818515778,4.06147480011,1.17710864544,31.7083377838
11/11/2010 18:00,11.1627893448,12.0734291077,4.08843660355,1.16714668274,31.5891742706
11/11/2010 19:00,10.8681659698,12.153380394,4.11806344986,1.15680980682,31.4700069427
11/11/2010 20:00,10.5731897354,12.2198820114,4.14933776855,1.14765870571,31.3508377075
11/11/2010 21:00,10.2795581818,12.2735214233,4.17997074127,1.13772380352,31.2316741943
11/11/2010 22:00,9.98409748077,12.3112268448,4.22558641434,1.12708675861,31.1125068665
11/11/2010 23:00,9.68904590607,12.3332099915,4.26103830338,1.11639106274,30.9933376312
12/11/2010 00:00,9.39400482178,12.3393211365,4.28396606445,1.11529350281,30.874174118
12/11/2010 01:00,9.09886264801,12.3452177048,4.30062294006,1.10506033897,30.7550067902
12/11/2010 02:00,8.80372238159,12.3241586685,4.31133365631,1.0953527689,30.6358375549
12/11/2010 03:00,8.50853252411,12.2833995819,4.31995773315,1.08658158779,30.5166740417
12/11/2010 04:00,8.21333408356,12.2258806229,4.31623888016,1.07715427876,30.3975067139
12/11/2010 05:00,7.9180803299,12.1533880234,4.30419063568,1.08080744743,30.2783374786
12/11/2010 06:00,7.62376499176,12.0663948059,4.31575155258,1.06452035904,30.1591739655
12/11/2010 07:00,7.3284239769,11.9657039642,4.30586385727,1.05271399021,30.0400066376
12/11/2010 08:00,7.1635594368,11.8523340225,4.29983615875,1.04361331463,29.9416713715
12/11/2010 09:00,7.00051259995,11.7272453308,4.27084493637,1.03452849388,29.8433361053
12/11/2010 10:00,6.83755970001,11.5920143127,4.24491786957,1.02576553822,29.7450046539
12/11/2010 11:00,6.67471885681,11.4532546997,4.20199394226,1.01694083214,29.6466712952
12/11/2010 12:00,6.51195812225,11.3150663376,4.13742160797,1.00927507877,29.5483360291
12/11/2010 13:00,6.34928798676,11.1745729446,4.08309650421,1.00064694881,29.4500045776
12/11/2010 14:00,6.18668556213,11.0307798386,4.02856111526,0.991625964642,29.3516712189
12/11/2010 15:00,6.02423429489,10.8839101791,3.97123074532,0.984598577023,29.2533359528
12/11/2010 16:00,5.86129522324,10.7340555191,3.91585969925,0.976509273052,29.1550006866
12/11/2010 17:00,5.70035648346,10.5821208954,3.85975694656,0.968000769615,29.0566673279
12/11/2010 18:00,5.53709840775,10.4279565811,3.81702899933,0.960161089897,28.9583358765
12/11/2010 19:00,5.37447309494,10.2721719742,3.76936864853,0.952393889427,28.8600006104
12/11/2010 20:00,5.21192932129,10.1145839691,3.70855164528,0.94492405653,28.7616653442
12/11/2010 21:00,5.04939174652,9.95633220673,3.64521813393,0.937770247459,28.6633338928
12/11/2010 22:00,4.88688564301,9.79662704468,3.58272075653,0.929660260677,28.5650005341
12/11/2010 23:00,4.72441291809,9.63631057739,3.51993274689,0.922361254692,28.4666652679
13/11/2010 00:00,4.56192016602,9.47544670105,3.45708847046,0.915227711201,28.3683300018
13/11/2010 01:00,4.39950418472,9.31426334381,3.39306664467,0.907687366009,28.2699985504
13/11/2010 02:00,4.23713493347,9.15279579163,3.32232785225,0.900973796844,28.1716651917
13/11/2010 03:00,4.07471990585,8.99164104462,3.25379538536,0.893474519253,28.0733299255
13/11/2010 04:00,3.9122941494,8.83033943176,3.20265221596,0.88655012846,27.9749946594
13/11/2010 05:00,3.74987459183,8.66860675812,3.13985419273,0.880152404308,27.876663208
13/11/2010 06:00,3.58843684196,8.50759220123,3.07778549194,0.873061418533,27.7783298492
13/11/2010 07:00,3.42582631111,8.34606266022,3.01760411263,0.865702748299,27.6799945831
13/11/2010 08:00,3.49549341202,8.18539333344,2.95756149292,0.859901785851,27.6708278656
13/11/2010 09:00,3.56838607788,8.02691364288,2.89497232437,0.853225588799,27.6616611481
13/11/2010 10:00,3.64131259918,7.86721754074,2.83351969719,0.846358895302,27.6524944305
13/11/2010 11:00,3.71446371078,7.70807313919,2.77670621872,0.839874267578,27.6433296204
13/11/2010 12:00,3.78689861298,7.55100345612,2.713722229,0.833760976791,27.6341609955
13/11/2010 13:00,3.86019682884,7.39521312714,2.64180159569,0.8269328475,27.624994278
13/11/2010 14:00,3.93468117714,7.2424454689,2.57855987549,0.821307718754,27.6158275604
13/11/2010 15:00,4.00806999207,7.09196710587,2.52084136009,0.814510822296,27.6066608429
13/11/2010 16:00,4.08191537857,6.94518089294,2.46272540092,0.808787286282,27.5974960327
13/11/2010 17:00,4.15596389771,6.80265569687,2.4034883976,0.80259680748,27.5883274078
13/11/2010 18:00,4.23000526428,6.6645989418,2.34578371048,0.796677350998,27.5791606903
13/11/2010 19:00,4.3040933609,6.53176355362,2.29266238213,0.790787279606,27.5699939728
13/11/2010 20:00,4.37830114365,6.40357923508,2.2405397892,0.784722089767,27.5608272552
13/11/2010 21:00,4.45256900787,6.2831325531,2.19204902649,0.779084324837,27.5516605377
13/11/2010 22:00,4.52684354782,6.18818187714,2.14342665672,0.773110747337,27.5424938202
13/11/2010 23:00,4.60116577148,6.09923267365,2.09679937363,0.75475281477,27.5333271027
14/11/2010 00:00,4.67556190491,6.00990819931,2.06469106674,0.744484245777,27.5241603851
14/11/2010 01:00,4.74990367889,5.92640924454,2.02857804298,0.737893939018,27.5149936676
14/11/2010 02:00,4.82436180115,5.84946966171,1.9978197813,0.731712937355,27.5058269501
14/11/2010 03:00,4.89880609512,5.78383827209,1.96432435513,0.725703179836,27.4966602325
14/11/2010 04:00,4.9732336998,5.72440004349,1.9375140667,0.720824718475,27.4874954224
14/11/2010 05:00,5.04775762558,5.6691865921,1.909948349,0.714998185635,27.4783267975
14/11/2010 06:00,5.12223339081,5.61645889282,1.88563382626,0.731605112553,27.46916008
14/11/2010 07:00,5.19678735733,5.56760454178,1.86615204811,0.723568618298,27.4599933624
14/11/2010 08:00,5.5071349144,5.5210018158,1.84605419636,0.719846844673,27.4416599274
14/11/2010 09:00,5.82114124298,5.47741699219,1.82842123508,0.718135535717,27.4233264923
14/11/2010 10:00,6.13504219055,5.4362745285,1.81135749817,0.716214179993,27.4049930573
14/11/2010 11:00,6.44927358627,5.39809465408,1.79649305344,0.715126991272,27.3866615295
14/11/2010 12:00,6.76373815536,5.36303186417,1.77889740467,0.713248312473,27.3683261871
14/11/2010 13:00,7.07711744308,5.33123397827,1.76506745815,0.710872411728,27.3499927521
14/11/2010 14:00,7.39268827438,5.29848861694,1.75244069099,0.695523381233,27.331659317
14/11/2010 15:00,7.70676231384,5.27269077301,1.73995161057,0.687971413136,27.313325882
14/11/2010 16:00,8.02178764343,5.25197124481,1.72782754898,0.679850757122,27.2949943542
14/11/2010 17:00,8.33686733246,5.23658323288,1.71801662445,0.671239256859,27.2766590118
14/11/2010 18:00,8.65212631226,5.22679901123,1.7084633112,0.671949982643,27.2583274841
14/11/2010 19:00,8.97750377655,5.29034328461,2.16283631325,0.605875909328,27.2399940491
14/11/2010 20:00,9.28331947327,5.27047348022,1.92949414253,0.638834238052,27.2216587067
14/11/2010 21:00,9.59883213043,5.26130628586,1.75208699703,0.642966449261,27.203327179
14/11/2010 22:00,9.91447353363,5.26321554184,1.70625853539,0.635768055916,27.1849937439
14/11/2010 23:00,10.2302217484,5.27862119675,1.70952546597,0.628010511398,27.1666603088
15/11/2010 00:00,10.5460281372,5.30669879913,1.71579873562,0.619795799255,27.1483268738
15/11/2010 01:00,10.8618545532,5.3554391861,1.72499752045,0.612174034119,27.1299934387
15/11/2010 02:00,11.1779584885,5.4106836319,1.73603081703,0.611361205578,27.1116600037
15/11/2010 03:00,11.4958200455,5.47864627838,1.75162112713,0.606532990932,27.0933265686
15/11/2010 04:00,11.8116636276,5.56016540527,1.77003991604,0.604026973248,27.0749931335
15/11/2010 05:00,12.1285915375,5.6541223526,1.79368042946,0.600668251514,27.0566596985
15/11/2010 06:00,12.4454898834,5.76039981842,1.82042312622,0.597426533699,27.0383281708
15/11/2010 07:00,12.7621650696,5.89269256592,1.85407578945,0.59417784214,27.0199928284
15/11/2010 08:00,12.7190265656,6.04214143753,1.8928103447,0.590002655983,27.0108261108
15/11/2010 09:00,12.6728582382,6.20145750046,1.93424618244,0.586806774139,27.0016593933
15/11/2010 10:00,12.6263837814,6.36795949936,1.9805188179,0.584204733372,26.9924926758
15/11/2010 11:00,12.5793991089,6.54018974304,2.02717232704,0.579558849335,26.9833278656
15/11/2010 12:00,12.5268516541,6.61115121841,1.6171400547,0.617616653442,26.9741592407
15/11/2010 13:00,12.4847164154,6.82397270203,1.81917536259,0.58792501688,26.9649925232
15/11/2010 14:00,12.4368238449,7.04237508774,2.05489182472,0.57353579998,26.9558258057
15/11/2010 15:00,12.3885231018,7.25071144104,2.1899189949,0.567667841911,26.9466590881
15/11/2010 16:00,12.3399963379,7.4482884407,2.26814675331,0.563421189785,26.937494278
15/11/2010 17:00,12.2912197113,7.64041471481,2.3291413784,0.560057580471,26.9283275604
15/11/2010 18:00,12.2423009872,7.82873106003,2.38715863228,0.556898593903,26.9191589355
15/11/2010 19:00,12.1932535172,8.01359272003,2.4493663311,0.553592085838,26.909992218
15/11/2010 20:00,12.1440916061,8.19413948059,2.51012706757,0.550107240677,26.9008255005
15/11/2010 21:00,12.0948238373,8.38399887085,2.56737279892,0.546954572201,26.891658783
15/11/2010 22:00,12.0455141068,8.54920864105,2.61799144745,0.543752074242,26.8824920654
15/11/2010 23:00,11.9960403442,8.7216796875,2.68132472038,0.540554642677,26.8733272552
16/11/2010 00:00,11.9466934204,8.87678813934,2.73004341125,0.537907063961,26.8641586304
16/11/2010 01:00,11.8972787857,9.0255651474,2.7817735672,0.534296989441,26.8549919128
16/11/2010 02:00,11.8477306366,9.16639900208,2.82850694656,0.53158646822,26.8458251953
16/11/2010 03:00,11.7982082367,9.30022716522,2.87682771683,0.528463661671,26.8366584778
16/11/2010 04:00,11.748623848,9.41649341583,2.92265987396,0.525229871273,26.8274936676
16/11/2010 05:00,11.6994857788,9.73926925659,4.42336320877,0.445354878902,26.8183250427
16/11/2010 06:00,11.6493873596,9.76196193695,3.56505894661,0.507140159607,26.8091583252

