DateTime,E.91,E.8A,BTH,E.66A,E.87,WY,RE
21/07/2025 04:00,183.601638794,212.324676514,223.191009521,241.595443726,145.227478027,237.478485107,392.280029297
21/07/2025 05:00,181.884033203,210.845535278,221.989273071,238.606140137,145.441635132,234.571731567,392.187774658
21/07/2025 06:00,180.161437988,209.35748291,220.083709717,238.175994873,145.655792236,233.942703247,392.055053711
21/07/2025 07:00,178.44090271,207.855392456,219.001083374,236.855636597,145.8699646,232.746261597,391.911804199
21/07/2025 08:00,176.545562744,206.334014893,217.198883057,234.471237183,145.947463989,230.005111694,391.712554932
21/07/2025 09:00,174.649673462,204.820617676,215.864425659,233.484954834,146.024963379,229.307907104,391.489562988
21/07/2025 10:00,172.756668091,203.276046753,214.76499939,232.234649658,146.102462769,228.08416748,391.216125488
21/07/2025 11:00,170.859710693,201.730484009,212.815734863,230.207092285,146.179962158,225.522583008,390.938262939
21/07/2025 12:00,168.96585083,200.184417725,211.627944946,228.944732666,146.257476807,224.679336548,390.622070312
21/07/2025 13:00,167.069488525,198.606842041,210.465576172,227.685195923,146.334945679,221.336120605,390.266265869
21/07/2025 14:00,165.172286987,197.035232544,208.519515991,225.784835815,146.412445068,221.009658813,389.886138916
21/07/2025 15:00,163.282424927,195.459060669,207.322952271,224.441192627,146.489990234,220.071060181,389.492980957
21/07/2025 16:00,161.384628296,193.846069336,206.110275269,223.189422607,146.567459106,216.965423584,389.047393799
21/07/2025 17:00,159.487426758,192.238739014,204.133987427,221.328063965,146.644973755,216.485778809,388.591461182
21/07/2025 18:00,157.592269897,190.623123169,202.958984375,219.992324829,146.722457886,215.453430176,388.1171875
21/07/2025 19:00,155.696655273,188.968109131,201.691314697,217.71321106,146.799957275,212.44442749,387.595855713
21/07/2025 20:00,153.801376343,187.323348999,199.659606934,216.790710449,146.877471924,211.91065979,387.062255859
21/07/2025 21:00,151.905136108,185.669372559,198.496551514,215.521255493,146.954971313,210.810470581,386.520568848
21/07/2025 22:00,150.010848999,183.992080688,197.193710327,212.694152832,147.032470703,207.876083374,385.924438477
21/07/2025 23:00,148.115356445,182.325653076,195.12890625,212.202056885,147.109985352,207.303833008,385.327850342
22/07/2025 00:00,146.218399048,180.642852783,193.967407227,210.980209351,147.187454224,206.125396729,384.708404541
22/07/2025 01:00,144.323623657,178.943206787,191.919692993,208.649307251,147.264953613,203.344085693,384.052581787
22/07/2025 02:00,142.427642822,177.258178711,190.579040527,207.622116089,147.342468262,202.635955811,383.384399414
