DateTime,E.91,E.8A,BTH,E.66A,E.87,WY,RE
19/07/2025 16:00,219.700393677,228.042572021,240.80657959,267.037658691,136.648727417,260.31628418,382.473937988
19/07/2025 17:00,219.700790405,227.510940552,239.510772705,264.471862793,136.920791626,256.738128662,383.189666748
19/07/2025 18:00,219.699371338,226.994354248,237.794204712,261.521514893,137.192886353,255.740036011,383.792602539
19/07/2025 19:00,219.699508667,226.515533447,236.748306274,259.260192871,137.46496582,252.331970215,384.310394287
19/07/2025 20:00,219.700500488,226.044342041,235.150588989,256.69519043,137.737045288,251.611297607,384.727874756
19/07/2025 21:00,219.700363159,225.618087769,234.293426514,254.802597046,138.009140015,250.344848633,385.085144043
19/07/2025 22:00,219.701080322,225.195846558,232.832397461,252.291992188,138.281219482,247.718093872,385.355438232
19/07/2025 23:00,219.701004028,224.821578979,232.075866699,250.95904541,138.55329895,246.964019775,385.576721191
20/07/2025 00:00,219.699264526,224.461578369,231.464660645,249.595855713,138.825378418,245.8540802,385.74520874
20/07/2025 01:00,219.700027466,224.126556396,230.167495728,247.504257202,139.097473145,243.499023438,385.87121582
20/07/2025 02:00,219.70135498,223.821960449,229.597503662,246.457550049,139.369537354,242.998199463,385.965545654
20/07/2025 03:00,219.70098877,223.521255493,229.163406372,245.411605835,139.64163208,242.155197144,386.0
20/07/2025 04:00,219.69921875,223.252319336,228.646636963,244.41796875,139.913696289,241.294845581,386.021911621
20/07/2025 05:00,219.698928833,223.006759644,227.504257202,242.770645142,140.185806274,239.275314331,386.01260376
20/07/2025 06:00,219.700897217,222.784637451,227.166259766,241.932220459,140.457901001,238.967941284,385.984191895
20/07/2025 07:00,219.710891724,223.059661865,326.143798828,313.763549805,140.72996521,340.242401123,375.938812256
20/07/2025 08:00,218.001480103,226.34866333,280.610412598,312.295776367,140.944122314,312.924499512,375.950592041
20/07/2025 09:00,216.284088135,230.148895264,265.764678955,301.801452637,141.158294678,292.062011719,379.554077148
20/07/2025 10:00,214.56678772,231.032394409,257.575683594,295.146911621,141.372451782,283.136688232,381.727203369
20/07/2025 11:00,212.84677124,230.975280762,253.299835205,288.861114502,141.586639404,278.370147705,383.338623047
20/07/2025 12:00,211.128128052,230.515579224,250.284194946,282.756134033,141.800796509,273.818511963,384.836273193
20/07/2025 13:00,209.408554077,229.877685547,247.687042236,279.460906982,142.014953613,269.780181885,386.170196533
20/07/2025 14:00,207.687576294,229.146774292,245.34147644,275.310211182,142.229110718,265.652587891,387.312255859
20/07/2025 15:00,205.968414307,228.320571899,243.193603516,271.358764648,142.44329834,264.075164795,388.285217285
20/07/2025 16:00,204.248962402,227.431930542,241.681411743,267.153778076,142.657470703,260.525360107,389.117950439
20/07/2025 17:00,202.528182983,226.448638916,239.629043579,264.836669922,142.871627808,258.939300537,389.813110352
20/07/2025 18:00,200.807098389,225.40246582,237.711532593,261.770690918,143.085784912,255.833999634,390.393493652
20/07/2025 19:00,199.087646484,224.295196533,236.432922363,259.441345215,143.299972534,252.322540283,390.902160645
20/07/2025 20:00,197.367233276,223.121139526,234.578643799,256.746398926,143.514129639,251.463409424,391.29864502
20/07/2025 21:00,195.645828247,221.912078857,233.364837646,254.713043213,143.728286743,247.984588623,391.63583374
20/07/2025 22:00,193.924346924,220.639953613,231.507858276,252.27507019,143.942443848,247.319778442,391.882019043
20/07/2025 23:00,192.205978394,219.343856812,230.331344604,250.488510132,144.15663147,246.089736938,392.084381104
21/07/2025 00:00,190.485916138,217.98526001,228.620056152,247.805343628,144.370819092,243.214477539,392.215393066
21/07/2025 01:00,188.764038086,216.612197876,227.274307251,246.593994141,144.584976196,242.362487793,392.301422119
21/07/2025 02:00,187.043579102,215.203399658,226.18006897,245.117645264,144.799133301,239.067993164,392.323791504
21/07/2025 03:00,185.32208252,213.773208618,224.320175171,243.104309082,145.013290405,238.586471558,392.325164795
